times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13
1740.0,0.8354499838984007,1.0,0.931034482758621,1.0,1.0,0.6296296296296297,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,1.0,1.0
1742.0,0.8300945352836675,1.0,0.931034482758621,1.0,1.0,0.6296296296296297,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,1.0,1.0
1743.0,0.8247390866689344,1.0,0.931034482758621,1.0,1.0,0.6296296296296297,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,1.0,1.0
1781.0,0.8247390866689344,1.0,0.931034482758621,1.0,1.0,0.6296296296296297,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,1.0,1.0
1815.0,0.8193486351220788,1.0,0.931034482758621,1.0,1.0,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,1.0,1.0
1918.0,0.8193486351220788,1.0,0.931034482758621,1.0,1.0,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,1.0,1.0
1920.0,0.8193486351220788,1.0,0.931034482758621,1.0,1.0,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,1.0,1.0
2105.0,0.8193486351220788,1.0,0.931034482758621,1.0,1.0,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,1.0,1.0
2196.0,0.8193486351220788,1.0,0.931034482758621,1.0,1.0,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,1.0,1.0
2225.0,0.8193486351220788,1.0,0.931034482758621,1.0,1.0,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,1.0,1.0
2349.0,0.8137748348831532,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
2454.0,0.8082010346442274,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
2549.0,0.8082010346442274,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
2561.0,0.8082010346442274,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
2604.0,0.8025492791572052,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
2647.0,0.8025492791572052,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
2672.0,0.8025492791572052,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
2722.0,0.8025492791572052,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
2809.0,0.8025492791572052,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
2863.0,0.7967337046705586,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
2879.0,0.7967337046705586,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
2892.0,0.7967337046705586,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
2909.0,0.7967337046705586,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
2965.0,0.7967337046705586,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
2972.0,0.7967337046705586,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5902777777777779,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3121.0,0.7906978432715391,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5481150793650795,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3188.0,0.7906978432715391,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5481150793650795,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3293.0,0.7906978432715391,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5481150793650795,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3296.0,0.7906978432715391,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5481150793650795,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3311.0,0.7906978432715391,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5481150793650795,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3313.0,0.7844718760016846,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5481150793650795,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3492.0,0.7844718760016846,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5481150793650795,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3544.0,0.7844718760016846,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5481150793650795,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3555.0,0.7844718760016846,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5481150793650795,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3608.0,0.7844718760016846,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5481150793650795,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3614.0,0.7844718760016846,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5481150793650795,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3721.0,0.7844718760016846,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5481150793650795,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3771.0,0.7844718760016846,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5481150793650795,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3779.0,0.7844718760016846,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5481150793650795,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3782.0,0.7844718760016846,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5481150793650795,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3800.0,0.7844718760016846,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.5481150793650795,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3822.0,0.7777091874154634,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3855.0,0.7777091874154634,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3900.0,0.7777091874154634,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3914.0,0.7777091874154634,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3964.0,0.7777091874154634,1.0,0.931034482758621,0.9523809523809522,0.9761904761904763,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9736842105263158
3976.0,0.7707027983396488,1.0,0.931034482758621,0.9523809523809522,0.9498069498069499,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9441786283891547
4050.0,0.7636964092638333,1.0,0.931034482758621,0.9523809523809522,0.9498069498069499,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9441786283891547
4052.0,0.7636964092638333,1.0,0.931034482758621,0.9523809523809522,0.9498069498069499,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9441786283891547
4066.0,0.7566251462150937,1.0,0.931034482758621,0.9523809523809522,0.9498069498069499,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9441786283891547
4085.0,0.7566251462150937,1.0,0.931034482758621,0.9523809523809522,0.9498069498069499,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9441786283891547
4178.0,0.7566251462150937,1.0,0.931034482758621,0.9523809523809522,0.9498069498069499,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9441786283891547
4181.0,0.7566251462150937,1.0,0.931034482758621,0.9523809523809522,0.9498069498069499,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9441786283891547
4212.0,0.7493499044245642,1.0,0.931034482758621,0.9523809523809522,0.9234234234234234,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9146730462519936
4227.0,0.7493499044245642,1.0,0.931034482758621,0.9523809523809522,0.9234234234234234,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9146730462519936
4279.0,0.7493499044245642,1.0,0.931034482758621,0.9523809523809522,0.9234234234234234,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9146730462519936
4297.0,0.7493499044245642,1.0,0.931034482758621,0.9523809523809522,0.9234234234234234,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9146730462519936
4327.0,0.7493499044245642,1.0,0.931034482758621,0.9523809523809522,0.9234234234234234,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9146730462519936
4352.0,0.7493499044245642,1.0,0.931034482758621,0.9523809523809522,0.9234234234234234,0.498286435786436,1.0,1.0,0.9545454545454548,0.9615384615384612,0.952325581395349,0.9714285714285718,0.9574468085106383,0.9714285714285718,0.9146730462519936
4353.0,0.7417034768283948,0.9444444444444446,0.931034482758621,0.9523809523809522,0.8945664414414415,0.498286435786436,0.9600000000000003,1.0,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9574468085106383,0.9354497354497358,0.8831325963812351
4415.0,0.7340570492322257,0.9444444444444446,0.931034482758621,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,1.0,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4472.0,0.7340570492322257,0.9444444444444446,0.931034482758621,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,1.0,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4487.0,0.7340570492322257,0.9444444444444446,0.931034482758621,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,1.0,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4537.0,0.7340570492322257,0.9444444444444446,0.931034482758621,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,1.0,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4555.0,0.7340570492322257,0.9444444444444446,0.931034482758621,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,1.0,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4568.0,0.7340570492322257,0.9444444444444446,0.931034482758621,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,1.0,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4596.0,0.7340570492322257,0.9444444444444446,0.931034482758621,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,1.0,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4603.0,0.7340570492322257,0.9444444444444446,0.931034482758621,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,1.0,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4618.0,0.7258092172183809,0.9444444444444446,0.9028213166144204,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,0.9230769230769231,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4642.0,0.7258092172183809,0.9444444444444446,0.9028213166144204,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,0.9230769230769231,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4652.0,0.7258092172183809,0.9444444444444446,0.9028213166144204,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,0.9230769230769231,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4672.0,0.7258092172183809,0.9444444444444446,0.9028213166144204,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,0.9230769230769231,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4675.0,0.7258092172183809,0.9444444444444446,0.9028213166144204,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,0.9230769230769231,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4681.0,0.7258092172183809,0.9444444444444446,0.9028213166144204,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,0.9230769230769231,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4691.0,0.7258092172183809,0.9444444444444446,0.9028213166144204,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,0.9230769230769231,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4720.0,0.7258092172183809,0.9444444444444446,0.9028213166144204,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,0.9230769230769231,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4744.0,0.7258092172183809,0.9444444444444446,0.9028213166144204,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,0.9230769230769231,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4791.0,0.7258092172183809,0.9444444444444446,0.9028213166144204,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,0.9230769230769231,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4830.0,0.7258092172183809,0.9444444444444446,0.9028213166144204,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,0.9230769230769231,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4857.0,0.7258092172183809,0.9444444444444446,0.9028213166144204,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,0.9230769230769231,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4863.0,0.7258092172183809,0.9444444444444446,0.9028213166144204,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,0.9230769230769231,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
4866.0,0.7258092172183809,0.9444444444444446,0.9028213166144204,0.9523809523809522,0.8657094594594595,0.498286435786436,0.9600000000000003,0.9230769230769231,0.9545454545454548,0.9134615384615381,0.9234672304439747,0.9340659340659341,0.9244314013206161,0.8994708994708995,0.8831325963812351
