times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9
44.0,0.8866998783192139,0.5825816746451665,0.625228126677402,0.74249880642553,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.7397129427902845
45.0,0.8866998783192139,0.5825816746451665,0.625228126677402,0.74249880642553,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.7397129427902845
47.0,0.8866998783192139,0.5825816746451665,0.625228126677402,0.74249880642553,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.7397129427902845
48.0,0.8866998783192139,0.5825816746451665,0.625228126677402,0.74249880642553,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.7397129427902845
50.0,0.8866998783192139,0.5825816746451665,0.625228126677402,0.74249880642553,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.7397129427902845
52.0,0.866995436578787,0.5825816746451665,0.625228126677402,0.74249880642553,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.7397129427902845
54.0,0.866995436578787,0.5825816746451665,0.625228126677402,0.74249880642553,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.7397129427902845
55.0,0.866995436578787,0.5825816746451665,0.625228126677402,0.74249880642553,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.7397129427902845
56.0,0.866995436578787,0.5825816746451665,0.625228126677402,0.74249880642553,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.7397129427902845
57.0,0.866995436578787,0.5825816746451665,0.625228126677402,0.74249880642553,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.7397129427902845
58.0,0.866995436578787,0.5825816746451665,0.625228126677402,0.74249880642553,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.7397129427902845
59.0,0.866995436578787,0.5825816746451665,0.625228126677402,0.74249880642553,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.7397129427902845
60.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
63.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
65.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
66.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
70.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
72.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
77.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
78.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
80.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
82.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
84.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
86.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
91.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
94.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
95.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
98.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
99.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
101.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
102.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
108.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
116.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
120.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
126.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
129.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
130.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
131.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
132.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
137.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
147.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
155.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
157.0,0.8414955707970578,0.5825816746451665,0.625228126677402,0.63642754836474,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.7565708496782504,0.9868421052631576,0.625228126677402,0.6340396652488154
